site_no,site_name,street_address,city_state_zip,county,media,violation_date,violation,status,resolved_date,document,full_address,latitude,longitude,id
11163,Target Store 1045,11200 Reisterstown Rd,"Owings Mills, MD, 21117",Baltimore,SWP-Hazardous Waste,2021/11/30,"Contingency plan does not contain coordinator's name, phone numbers, and addresses [COMAR 26.13.05.04C(4)]\line\line",Returned to Compliance,2021/10/29,,"11200 Reisterstown Rd, Owings Mills, MD, 21117",39.432847,-76.79916,1455
151676,Alan Scaggs Property,5835 Scaggs Rd,"Owings, MD, 20736",Calvert,SWP-Refuse Disposal,2021/10/06,"Painted cinder block, brick, scrap tires, and other solid wastes were observed intermingled with concrete chunks. Solid waste was observed on the grounds adjacent to roll-off containers.",Returned to Compliance,2024/02/14,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2836792,"5835 Scaggs Rd, Owings, MD, 20736",38.6438311,-76.6761543,1456
183373,Eller Media Co,7400 Moores Rd,"Brandywine, MD, 20613",Prince George's,SWP-Scrap Tire,2024/07/21,"ST open dump, ~46 (large truck, some passenger type STs)",Returned to Compliance,2024/09/05,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3198296,"7400 Moores Rd, Brandywine, MD, 20613",38.7135086,-76.8816879,1457
177777,Sylvia Drummond Property,Sinepuxent Rd,"Ocean City, MD, 21842",Worcester,SWP-Scrap Tire,2023/03/07,Scrap tire open dump,Returned to Compliance,2024/06/07,,"Sinepuxent Rd, Ocean City, MD, 21842",,,1458
9496,Home Depot HD2554,6003 Oxon Hill Rd,"Oxon Hill, MD, 20745",Prince George's,SWP-Hazardous Waste,2025/04/09,There is no adequate containment system in place [COMAR 26.13.05.09H]\line\line,"Ongoing, Referred to Enforcement",2025/03/12,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3337260,"6003 Oxon Hill Rd, Oxon Hill, MD, 20745",38.8057579,-76.9786398,1459
113531,Sisk Fulfillment Service/warehouse Addtn,1900 Industrial Park Drive,"Federalsburg, MD, 21632",Caroline,SWP-Hazardous Waste,2024/01/09,Hazardous waste containers are not closed [COMAR 26.13.05.09D]\line\line,Returned to Compliance,2024/01/03,,"1900 Industrial Park Drive, Federalsburg, MD, 21632",,,1460
2087,Perdue AgriBusiness LLC,6906 Zion Church Rd,"Salisbury, MD, 21804",Wicomico,SWP-Hazardous Waste,2024/05/02,Accumulation time not displayed or labeled on universal waste,Returned to Compliance,2024/04/24,,"6906 Zion Church Rd, Salisbury, MD, 21804",,,1461
1779,National Security Agency,7705 Samford Rd,"Fort George G. Meade, MD, 20755",Anne Arundel,SWP-Hazardous Waste,2024/11/21,"Facility has no ""No Smoking"" sign conspicuously displayed where there is hazard for ignitable or reactive wastes  [COMAR 26.13.05.03G]\line\line","Ongoing, Referred to Enforcement",2024/10/22,,"7705 Samford Rd, Fort George G. Meade, MD, 20755",,,1462
6948,Quality Tires,4257 Harford Rd,"Baltimore, MD, 21214",Baltimore City,SWP-Scrap Tire,2022/11/22,No Scrap Tire License,Returned to Compliance,2024/06/28,,"4257 Harford Rd, Baltimore, MD, 21214",39.3382686,-76.5735122,1463
152,Suburban Hospital,8600 Old Georgetown Rd,"Bethesda, MD, 20814",Montgomery,SWP-Hazardous Waste,2024/10/15,"Facility has no ""No Smoking"" sign conspicuously displayed where there is hazard for ignitable or reactive wastes  [COMAR 26.13.05.03G]\line\line",Returned to Compliance,2024/09/10,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3235946,"8600 Old Georgetown Rd, Bethesda, MD, 20814",38.998192,-77.1108161,1464
2073,Pennsylvania Lines LLC Property / Curbside Roll-off (formerly OPTA Minerals Baltimore),4500 E Fayette St,"Baltimore, MD, 21224",Baltimore City,SWP-Refuse Disposal,2025/05/20,Open dumping trash/junk/debris and site grading,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3347409,"4500 E Fayette St, Baltimore, MD, 21224",39.2964251,-76.5579052,1465
13670,Quarantine Road Municipal Landfill,6100 Quarantine Rd,"Curtis Bay, MD, 21226",Baltimore City,SWP-Refuse Disposal,2022/03/02,Leachate outbreaks are not controlled.,"Ongoing, Referred to Enforcement",,,"6100 Quarantine Rd, Curtis Bay, MD, 21226",,,1466
29763,Newland Park Municipal Landfill,6948 Brick Kiln Rd,"Salisbury, MD, 21801",Wicomico,SWP-Refuse Disposal,2024/07/22,Uncontrolled leachate seeps,Returned to Compliance,2024/08/29,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3198312,"6948 Brick Kiln Rd, Salisbury, MD, 21801",,,1467
13670,Quarantine Road Municipal Landfill,6100 Quarantine Rd,"Curtis Bay, MD, 21226",Baltimore City,SWP-Refuse Disposal,2021/07/06,Equipment not satisfactory,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2786739,"6100 Quarantine Rd, Curtis Bay, MD, 21226",,,1468
5899,"LMC Properties, Inc.- Middle River Facility",195 Chesapeake Park Plaza,"Middle River, MD, 21220",Baltimore,SWP-Hazardous Waste,2022/07/05,Accumulation time for batteries on-site was past 1 year.,Returned to Compliance,2022/06/03,,"195 Chesapeake Park Plaza, Middle River, MD, 21220",39.3308433,-76.4358698,1469
23243,Forty West Municipal Landfill,12630 Earth Care Rd,"Hagerstown, MD, 21740",Washington,SWP-Refuse Disposal,2024/06/18,Any pollutants from the handling of wastes or spills are not collected and disposed of properly	In accordance with the facility,Returned to Compliance,2025/01/31,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3156158,"12630 Earth Care Rd, Hagerstown, MD, 21740",,,1470
23686,Somerset County Landfill - Fairmount Site,8716 James Ring Rd,"Westover, MD, 21871",Somerset,SWP-Refuse Disposal,2022/04/13,Leachate outbreaks are not controlled.,Returned to Compliance,2022/04/20,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2894615,"8716 James Ring Rd, Westover, MD, 21871",,,1471
151191,World Recycling Company,2740 Wilmarco Avenue,"Baltimore, MD, 21223",Baltimore City,SWP-Refuse Disposal,2022/07/24,Unloading is not restricted to approved areas,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2940960,"2740 Wilmarco Avenue, Baltimore, MD, 21223",39.2732517,-76.6592961,1472
10521,Pep Boys #0551,1628 N Salisbury Blvd,"Salisbury, MD, 21801",Wicomico,SWP-Scrap Tire,2025/07/22,currently unlicensed.  Previous license expired in 2022.,Returned to Compliance,2025/08/17,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3350742,"1628 N Salisbury Blvd, Salisbury, MD, 21801",38.3836733,-75.5845455,1473
7466,PENSKE TRUCK LEASING CO,7205 Montevideo Rd,"Jessup, MD, 20794",Howard,SWP-Hazardous Waste,2023/03/06,Universal waste batteries not stored in a manner to prevent potential releases to the environment,Returned to Compliance,2023/06/01,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2993452,"7205 Montevideo Rd, Jessup, MD, 20794",39.1732906,-76.7744644,1474
100337,Advanced Automotive Service Center,8191 Teal Dr,"Easton, MD, 21601",Talbot,SWP-Scrap Tire,2024/02/18,No Scrap Tire License,Returned to Compliance,2024/09/11,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3106495,"8191 Teal Dr, Easton, MD, 21601",38.7732077,-76.0533026,1475
13670,Quarantine Road Municipal Landfill,6100 Quarantine Rd,"Curtis Bay, MD, 21226",Baltimore City,SWP-Refuse Disposal,2021/07/06,Leachate Outbreaks,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2786739,"6100 Quarantine Rd, Curtis Bay, MD, 21226",,,1476
19538,Dorchester County DPW - Beulah Municipal Landfill,6815 E New Market Ellwood Rd,"Hurlock, MD, 21643",Dorchester,SWP-Refuse Disposal,2021/09/28,"The facility shall collect observed litter from the ground and drainage
features and properly dispose of the waste in accordance with the
refuse disposal permit and approved O&M plan. Mr. Simpkins
mentioned that contractors are hired to clean up litter from the
premises, but they are not at the site daily. He further stated that
when the new employees start, that they will have more staff
available for litter patrol.",Returned to Compliance,2021/12/20,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2822009,"6815 E New Market Ellwood Rd, Hurlock, MD, 21643",,,1477
4906,Havre De Grace Military Reservation,301 Old Bay Ln,"Havre De Grace, MD, 21078",Harford,SWP-Hazardous Waste,2025/06/10,Batteries on-site for more than 1 year,"Ongoing, Referred to Enforcement",2025/06/01,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3353784,"301 Old Bay Ln, Havre De Grace, MD, 21078",39.5349206,-76.1078089,1478
5477,NSA LABORATORY PHYSICAL SCIENCES,4928 College Ave,"College Park, MD, 20740",Prince George's,SWP-Hazardous Waste,2024/11/18,Accumulation time began is not clearly marked and visible on containers [COMAR 26.13.03.05E(1)(e)]\line\line,Returned to Compliance,2024/10/29,,"4928 College Ave, College Park, MD, 20740",38.9788463,-76.9234301,1479
19538,Dorchester County DPW - Beulah Municipal Landfill,6815 E New Market Ellwood Rd,"Hurlock, MD, 21643",Dorchester,SWP-Refuse Disposal,2022/08/17,Daily soil cover is not uniform compacted layer of clean earth at least 6 inched; ADCM tarp does not fully cover waste  [Permit Part II.C and III.I],Returned to Compliance,2022/12/02,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2942174,"6815 E New Market Ellwood Rd, Hurlock, MD, 21643",,,1480
87020,Hess Road Recycling Center/Universal Contractor Incorporated,6502 Hess Rd,"Hancock, MD, 21750",Washington,SWP-Refuse Disposal,2023/07/03,"Scattered old, unprocessed NWW debris was spread around the southern perimeter. ~200CY pile of derelict, aged wooden pallets and ~150CY pile of demolished, aged wood board on the ground at the southern area.","Ongoing, Referred to Enforcement",,,"6502 Hess Rd, Hancock, MD, 21750",39.7131704,-78.1588741,1481
13670,Quarantine Road Municipal Landfill,6100 Quarantine Rd,"Curtis Bay, MD, 21226",Baltimore City,SWP-Refuse Disposal,2022/03/02,Leachate outbreaks are not prevented,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2881321,"6100 Quarantine Rd, Curtis Bay, MD, 21226",,,1482
11163,Target Store 1045,11200 Reisterstown Rd,"Owings Mills, MD, 21117",Baltimore,SWP-Hazardous Waste,2022/01/05,Universal Waste lamps container is not properly labeled.,Returned to Compliance,2021/12/03,,"11200 Reisterstown Rd, Owings Mills, MD, 21117",39.432847,-76.79916,1483
31218,"Emanuel Tire Management Maryland, LLC. Site #2",1300 Moreland Ave,"Baltimore, MD, 21216",Baltimore City,SWP-Scrap Tire,2022/08/22,Scrap tire collection area is not free of combustibles,Returned to Compliance,2023/05/25,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2942475,"1300 Moreland Ave, Baltimore, MD, 21216",39.303558,-76.6562072,1484
21843,Swan Harbor Dell Mobile Home Park,40 Robin Hood Rd,"Havre De Grace, MD, 21078",Harford,SWP-Sewage Sludge,2022/02/17,No Sewage Sludge Transportation Permit,Returned to Compliance,2022/02/23,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2870593,"40 Robin Hood Rd, Havre De Grace, MD, 21078",,,1485
9496,Home Depot HD2554,6003 Oxon Hill Rd,"Oxon Hill, MD, 20745",Prince George's,SWP-Hazardous Waste,2025/04/09,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line","Ongoing, Referred to Enforcement",2025/02/27,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3337260,"6003 Oxon Hill Rd, Oxon Hill, MD, 20745",38.8057579,-76.9786398,1486
179819,CSX Scrap Tire Dump,3501 Shell Rd,"Baltimore City, MD, 21226",Baltimore City,SWP-Scrap Tire,2023/10/30,"Estimated 600 scrap tires and solid waste observed dumped in the woods off Chesapeake Avenue. Area has dirt access road and no signage indicating ""Private Property"", ""No Trespassing"" or ""No Dumping""",Returned to Compliance,2024/06/04,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3079588,"3501 Shell Rd, Baltimore City, MD, 21226",,,1487
172611,Trust Auto,1551 W Old Liberty Rd,"Sykesville, MD, 21784",Carroll,SWP-Scrap Tire,2021/08/10,No ST License,Returned to Compliance,2023/06/22,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3029193,"1551 W Old Liberty Rd, Sykesville, MD, 21784",,,1488
4906,Havre De Grace Military Reservation,301 Old Bay Ln,"Havre De Grace, MD, 21078",Harford,SWP-Hazardous Waste,2025/06/10,The generator does not maintain an inspection log or summary as required [COMAR 26.13.03.05E(1)(k)]\line\line,"Ongoing, Referred to Enforcement",2025/06/06,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3348362,"301 Old Bay Ln, Havre De Grace, MD, 21078",39.5349206,-76.1078089,1489
103050,Bay Town Painting Inc.,137 Stahl Point Rd,"Curtis Bay, MD, 21226",Anne Arundel,SWP-Hazardous Waste,2023/03/14,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line",Returned to Compliance,2023/05/17,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2993938,"137 Stahl Point Rd, Curtis Bay, MD, 21226",,,1490
23669,Fruitland Wastewater Treatment Plant,200 Shady Ln,"Fruitland, MD, 21826",Wicomico,SWP-Sewage Sludge,2022/06/14,Expired transportation permit,Returned to Compliance,2022/09/15,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2918127,"200 Shady Ln, Fruitland, MD, 21826",38.3339507,-75.6301926,1491
151191,World Recycling Company,2740 Wilmarco Avenue,"Baltimore, MD, 21223",Baltimore City,SWP-Refuse Disposal,2022/02/18,"Waste that remained at the end of the day was not stored in a leak-proof, fly-proof, and rodent proof container.",Returned to Compliance,2025/06/23,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2880610,"2740 Wilmarco Avenue, Baltimore, MD, 21223",39.2732517,-76.6592961,1492
173024,Arthur Foster Property,4084 Smith Mill Rd,"Trappe, MD, 21673",Talbot,SWP-Sewage Sludge,2022/12/15,"COMAR 26.04.06.09.c.(1)(b). - Class A sewage sludge may not be field stockpiled (staged) or land applied in a manner
that will cause an undue risk to the environment or public health, safety, or welfare, or in a manner that causes or is likely to cause adischarge of constituents to the waters of the State;",Returned to Compliance,2023/02/22,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2958676,"4084 Smith Mill Rd, Trappe, MD, 21673",,,1493
3468,Morgan State University,"1700 E Cold Spring Ln, Spencer Hall Rm 315","Baltimore, MD, 21251",Baltimore City,SWP-Hazardous Waste,2022/10/04,"Facility is not designed, constructed, maintained, and operated to minimize possibility of release of CHS [COMAR 26.13.05.03B]\line\line",Returned to Compliance,2024/04/02,,"1700 E Cold Spring Ln, Spencer Hall Rm 315, Baltimore, MD, 21251",,,1494
31218,"Emanuel Tire Management Maryland, LLC. Site #2",1300 Moreland Ave,"Baltimore, MD, 21216",Baltimore City,SWP-Scrap Tire,2022/08/22,"Pollution, health hazards, and nuisances from scrap tire operation are not prevented",Returned to Compliance,2023/05/25,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2942475,"1300 Moreland Ave, Baltimore, MD, 21216",39.303558,-76.6562072,1495
4307,"University of Maryland, College Park","4200 Landscape Ln, Bldg 344","College Park, MD, 20742",Prince George's,SWP-Hazardous Waste,2022/10/12,Failed to have on file records of information concerning waste treatment operations.,Returned to Compliance,2023/05/09,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2955522,"4200 Landscape Ln, Bldg 344, College Park, MD, 20742",,,1496
31782,Brandon Shores Generating Station,"2030 Brandon Shores Rd,","Curtis Bay, MD, 21226",Anne Arundel,SWP-Hazardous Waste,2025/09/25,Universal Waste on site longer than one year,Returned to Compliance,2025/09/08,,"2030 Brandon Shores Rd,, Curtis Bay, MD, 21226",,,1497
23686,Somerset County Landfill - Fairmount Site,8716 James Ring Rd,"Westover, MD, 21871",Somerset,SWP-Refuse Disposal,2022/10/31,"Daily or periodic cover is not an approved ADCM or operational variant used in accordance with approved plans, if earth is not used",Returned to Compliance,2022/11/21,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2956518,"8716 James Ring Rd, Westover, MD, 21871",,,1498
16,Christiana Care Union Hospital,106 Bow St,"Elkton, MD, 21921",Cecil,SWP-Hazardous Waste,2025/02/10,Container used for satellite accumulation not closed [COMAR 26.13.03.05E(3)(a)]\line\line,Returned to Compliance,2025/02/03,,"106 Bow St, Elkton, MD, 21921",39.6092617,-75.8320507,1499
19538,Dorchester County DPW - Beulah Municipal Landfill,6815 E New Market Ellwood Rd,"Hurlock, MD, 21643",Dorchester,SWP-Refuse Disposal,2024/01/02,Inadequate cover; Erosion and exposed waste,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3093276,"6815 E New Market Ellwood Rd, Hurlock, MD, 21643",,,1500
23686,Somerset County Landfill - Fairmount Site,8716 James Ring Rd,"Westover, MD, 21871",Somerset,SWP-Refuse Disposal,2022/10/31,"Daily or periodic cover does not cover wastes adequately to control vectors, fires, odors, blowing litter, and scavenging",Returned to Compliance,2022/11/21,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2956518,"8716 James Ring Rd, Westover, MD, 21871",,,1501
147840,Charlotte Hall Natural Wood Waste Recycling Facility,37308 Carpenter Ln,"Charlotte Hall, MD, 20622",St. Mary's,SWP-Natural Wood Waste,2022/12/01,"Unprocessed material pile width exceeds permitted limit, pile currently being split. See open site complaint",Returned to Compliance,2025/02/20,,"37308 Carpenter Ln, Charlotte Hall, MD, 20622",,,1502
19538,Dorchester County DPW - Beulah Municipal Landfill,6815 E New Market Ellwood Rd,"Hurlock, MD, 21643",Dorchester,SWP-Refuse Disposal,2021/09/28,"Leachate seeps observed on the outer landfill slopes; Leachate runoff
observed flowing to the landfill perimeter drainage channel with
Leachate discharge to SWM Ponds. The leachate system is alarming
(audible at the above ground storage tank). Inspectors observed earth
disturbance and perceived leachate-like odor near leachate
UST/manholes and asked Mr. Simpkins if there was a recent leachate
overflow and he stated that there was not.",Returned to Compliance,2021/12/20,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2822009,"6815 E New Market Ellwood Rd, Hurlock, MD, 21643",,,1503
107317,Aspen Nursery,15710 New Hampshire Ave,"Silver Spring, MD, 20905",Montgomery,SWP-Natural Wood Waste,2022/05/24,Piles are not surrounded by fire lane at least 12 ft wide,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2916982,"15710 New Hampshire Ave, Silver Spring, MD, 20905",39.076572,-77.0018621,1504
